Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
99091,121428,Female,Loyal Customer,38,Business travel,Business,2522,1,3,3,3,3,3,3,1,1,1,1,4,1,3,0,0.0,neutral or dissatisfied
40546,30643,Female,disloyal Customer,10,Business travel,Eco,770,2,2,2,4,2,2,2,2,1,2,4,1,3,2,74,68.0,neutral or dissatisfied
61518,8135,Female,disloyal Customer,23,Business travel,Eco,402,3,3,3,3,1,3,2,1,1,4,4,2,4,1,0,1.0,neutral or dissatisfied
80488,51685,Male,Loyal Customer,52,Business travel,Business,2374,3,3,3,3,5,1,5,4,4,4,4,1,4,1,0,0.0,satisfied
2174,104589,Male,Loyal Customer,42,Business travel,Eco,369,5,4,4,4,5,5,5,5,2,5,5,5,4,5,0,0.0,satisfied
37155,77085,Male,Loyal Customer,23,Personal Travel,Eco,991,3,5,3,4,4,3,2,4,5,2,5,5,5,4,0,0.0,neutral or dissatisfied
63527,89826,Male,Loyal Customer,20,Personal Travel,Eco Plus,950,4,2,3,3,4,3,4,4,3,3,3,3,3,4,0,0.0,neutral or dissatisfied
41937,99067,Female,Loyal Customer,59,Business travel,Business,237,2,2,2,2,5,5,5,5,4,5,4,5,4,5,138,125.0,satisfied
56850,125039,Male,Loyal Customer,24,Business travel,Business,2300,2,1,1,1,2,2,2,2,3,1,3,1,3,2,0,0.0,neutral or dissatisfied
35315,28845,Male,disloyal Customer,35,Business travel,Eco,697,2,2,2,3,3,2,3,3,3,3,1,5,1,3,76,82.0,neutral or dissatisfied
56102,49032,Female,disloyal Customer,25,Business travel,Eco,209,3,2,3,4,4,3,5,4,2,3,3,2,3,4,0,0.0,neutral or dissatisfied
20615,68747,Male,disloyal Customer,26,Business travel,Business,461,1,1,1,3,2,1,5,2,2,4,4,4,4,2,1,0.0,neutral or dissatisfied
77806,54900,Female,Loyal Customer,24,Personal Travel,Eco,641,2,4,2,2,2,2,4,2,4,5,5,4,4,2,11,12.0,neutral or dissatisfied
10223,53126,Male,Loyal Customer,14,Personal Travel,Eco,2065,5,4,5,1,3,5,2,3,5,2,5,4,5,3,2,0.0,satisfied
98257,87259,Female,Loyal Customer,55,Business travel,Business,3281,5,5,5,5,3,5,5,5,5,5,5,5,5,3,8,0.0,satisfied
78263,73270,Female,Loyal Customer,44,Business travel,Business,3975,1,1,1,1,4,4,4,5,5,5,5,4,5,4,0,0.0,satisfied
64625,123507,Male,Loyal Customer,61,Personal Travel,Eco,2125,4,3,4,4,5,4,5,5,5,2,5,3,3,5,0,0.0,neutral or dissatisfied
20809,70868,Female,Loyal Customer,18,Personal Travel,Eco,761,2,4,2,1,5,2,5,5,3,4,5,3,5,5,0,0.0,neutral or dissatisfied
56105,100190,Male,Loyal Customer,66,Personal Travel,Eco,725,3,3,3,3,2,3,5,2,2,1,4,4,3,2,10,19.0,neutral or dissatisfied
43140,73617,Male,Loyal Customer,53,Business travel,Business,192,0,5,1,5,5,5,4,2,2,2,2,5,2,5,0,0.0,satisfied
22976,363,Female,Loyal Customer,39,Business travel,Business,1869,2,2,2,2,5,4,4,5,5,5,5,3,5,3,0,0.0,satisfied
59436,7164,Female,Loyal Customer,36,Business travel,Business,2988,2,2,2,2,2,4,4,3,3,3,2,2,3,2,0,16.0,neutral or dissatisfied
43222,74059,Male,disloyal Customer,54,Business travel,Eco,1027,1,1,1,4,1,2,2,3,2,4,3,2,1,2,0,6.0,neutral or dissatisfied
57510,129548,Male,Loyal Customer,78,Business travel,Eco,842,2,4,4,4,2,2,2,2,3,2,4,3,4,2,66,52.0,neutral or dissatisfied
13092,103517,Male,Loyal Customer,55,Personal Travel,Eco,1047,3,4,3,3,3,3,3,3,5,4,4,3,4,3,1,0.0,neutral or dissatisfied
38142,84711,Female,Loyal Customer,50,Business travel,Business,547,2,2,2,2,3,5,4,3,3,3,3,3,3,4,0,0.0,satisfied
55971,67866,Male,Loyal Customer,45,Personal Travel,Eco,1431,2,5,2,4,2,2,2,2,3,5,3,4,5,2,0,4.0,neutral or dissatisfied
2919,96143,Male,disloyal Customer,33,Business travel,Business,328,3,3,3,2,5,3,1,5,4,3,4,5,4,5,0,0.0,neutral or dissatisfied
41782,24311,Male,Loyal Customer,19,Personal Travel,Eco Plus,302,3,5,3,2,4,3,5,4,3,3,5,5,4,4,0,0.0,neutral or dissatisfied
46679,83517,Female,Loyal Customer,37,Personal Travel,Eco,946,3,1,3,4,1,3,1,1,2,2,4,1,4,1,0,3.0,neutral or dissatisfied
55622,93195,Male,disloyal Customer,30,Business travel,Business,896,4,4,4,3,4,4,4,4,4,3,5,3,5,4,0,25.0,neutral or dissatisfied
56723,111020,Male,Loyal Customer,40,Business travel,Business,3808,2,1,1,1,4,2,4,2,5,3,3,4,4,4,218,212.0,neutral or dissatisfied
41506,66520,Female,disloyal Customer,20,Business travel,Business,447,5,4,5,2,5,5,5,5,5,2,5,5,4,5,4,11.0,satisfied
93386,106425,Male,Loyal Customer,10,Personal Travel,Eco,551,2,1,2,4,2,2,2,2,1,5,3,1,3,2,0,0.0,neutral or dissatisfied
4560,35616,Female,Loyal Customer,37,Personal Travel,Eco Plus,1035,3,5,3,2,4,3,4,4,5,5,5,5,4,4,0,21.0,neutral or dissatisfied
91635,42747,Female,Loyal Customer,41,Business travel,Business,1536,5,5,5,5,3,1,5,4,4,4,4,2,4,5,4,17.0,satisfied
97839,62555,Female,Loyal Customer,59,Business travel,Business,1723,2,2,2,2,5,4,5,5,5,5,5,4,5,3,6,6.0,satisfied
41633,24156,Female,Loyal Customer,15,Business travel,Business,2633,2,5,4,4,3,4,2,3,2,3,3,4,3,3,0,0.0,neutral or dissatisfied
98011,48870,Male,disloyal Customer,41,Business travel,Eco,373,4,0,4,4,1,4,1,1,2,5,3,5,1,1,12,1.0,neutral or dissatisfied
74283,46503,Male,disloyal Customer,39,Business travel,Eco,196,4,0,4,3,2,4,2,2,3,5,2,2,1,2,16,32.0,neutral or dissatisfied
66180,1164,Male,Loyal Customer,56,Personal Travel,Eco,102,2,4,2,2,5,2,5,5,5,4,4,4,4,5,0,2.0,neutral or dissatisfied
6120,29465,Female,Loyal Customer,39,Personal Travel,Eco,2345,3,4,3,4,4,3,4,4,1,4,4,3,4,4,5,11.0,neutral or dissatisfied
60337,95598,Female,disloyal Customer,48,Business travel,Eco,670,1,1,1,3,2,1,5,2,4,1,2,2,3,2,8,10.0,neutral or dissatisfied
58396,116034,Female,Loyal Customer,15,Personal Travel,Eco,308,4,5,2,1,1,2,1,1,3,4,4,4,4,1,15,14.0,neutral or dissatisfied
77087,89762,Female,Loyal Customer,38,Personal Travel,Eco,1035,3,5,3,4,5,3,5,5,4,2,5,5,4,5,12,0.0,neutral or dissatisfied
80554,29385,Male,Loyal Customer,27,Business travel,Eco,2384,3,3,3,3,3,3,3,4,5,2,2,3,1,3,0,2.0,neutral or dissatisfied
23469,107303,Female,Loyal Customer,15,Personal Travel,Eco,283,3,4,3,1,5,3,1,5,3,4,4,5,4,5,2,0.0,neutral or dissatisfied
90647,10465,Male,disloyal Customer,52,Business travel,Business,667,3,3,3,2,4,3,4,4,4,3,5,5,5,4,0,0.0,neutral or dissatisfied
44296,112891,Female,disloyal Customer,25,Business travel,Eco,1390,2,2,2,3,1,2,1,1,4,2,4,3,3,1,25,14.0,neutral or dissatisfied
15301,44441,Female,Loyal Customer,45,Business travel,Business,420,2,2,2,2,1,1,4,5,5,5,5,3,5,2,27,22.0,satisfied
100016,39377,Male,Loyal Customer,47,Business travel,Eco,521,2,1,1,1,2,2,2,2,4,4,5,3,2,2,0,0.0,satisfied
9354,28692,Female,disloyal Customer,23,Business travel,Eco,712,1,1,1,2,2,1,2,2,1,2,3,1,1,2,0,0.0,neutral or dissatisfied
33763,32263,Female,Loyal Customer,41,Business travel,Business,102,5,5,5,5,3,1,1,5,5,5,4,5,5,5,0,0.0,satisfied
86704,126799,Male,Loyal Customer,49,Business travel,Business,2125,2,2,2,2,4,3,4,4,4,4,4,4,4,5,0,0.0,satisfied
38738,12547,Male,disloyal Customer,24,Business travel,Eco,471,3,4,2,4,5,2,5,5,3,5,4,3,4,5,43,40.0,neutral or dissatisfied
40369,73369,Male,disloyal Customer,57,Business travel,Business,1144,4,4,4,4,1,4,1,1,1,2,3,3,4,1,0,0.0,neutral or dissatisfied
2375,127948,Female,Loyal Customer,53,Business travel,Business,1999,4,4,4,4,2,4,5,4,4,4,4,4,4,3,7,0.0,satisfied
95063,98636,Female,disloyal Customer,30,Business travel,Business,873,3,3,3,3,2,3,2,2,4,2,4,3,4,2,0,0.0,neutral or dissatisfied
76428,14184,Male,Loyal Customer,35,Business travel,Business,2846,3,3,3,3,2,4,4,4,4,4,4,5,4,3,18,8.0,satisfied
3510,124823,Male,Loyal Customer,21,Business travel,Business,1561,4,4,4,4,5,5,5,5,4,1,2,3,1,5,0,0.0,satisfied
58815,69962,Male,Loyal Customer,44,Personal Travel,Eco,2174,3,4,3,3,3,3,3,3,2,1,4,3,3,3,0,0.0,neutral or dissatisfied
18085,65972,Male,Loyal Customer,55,Business travel,Business,1372,3,3,1,1,2,4,3,3,3,3,3,1,3,1,67,44.0,neutral or dissatisfied
10986,43068,Female,Loyal Customer,64,Personal Travel,Eco,391,5,3,5,4,2,3,3,1,1,5,1,4,1,2,0,0.0,satisfied
25302,78794,Male,Loyal Customer,34,Business travel,Business,3965,2,2,1,2,5,4,2,5,5,5,5,1,5,4,0,18.0,satisfied
86942,34364,Male,Loyal Customer,20,Personal Travel,Eco,427,3,2,3,3,4,3,4,4,1,4,3,1,4,4,1,19.0,neutral or dissatisfied
47195,24199,Male,disloyal Customer,48,Business travel,Eco,302,5,0,5,3,3,5,3,3,5,4,3,3,1,3,0,0.0,satisfied
8249,23868,Female,Loyal Customer,59,Personal Travel,Eco,522,2,4,2,1,4,5,4,3,3,2,1,3,3,4,0,0.0,neutral or dissatisfied
26780,59839,Female,disloyal Customer,25,Business travel,Business,1023,4,0,4,5,3,4,5,3,4,2,5,5,4,3,5,0.0,satisfied
48560,112519,Female,Loyal Customer,48,Personal Travel,Eco,957,2,5,3,4,3,5,5,1,1,3,1,5,1,4,35,25.0,neutral or dissatisfied
42332,106861,Male,Loyal Customer,47,Business travel,Business,2145,4,4,4,4,4,4,5,5,5,5,5,4,5,4,21,10.0,satisfied
15449,31285,Female,Loyal Customer,70,Personal Travel,Eco,770,1,4,1,1,3,5,5,2,2,1,2,5,2,3,0,0.0,neutral or dissatisfied
28405,99742,Female,Loyal Customer,51,Business travel,Eco,255,3,3,3,3,5,2,3,3,3,3,3,4,3,2,10,10.0,neutral or dissatisfied
77437,8559,Male,Loyal Customer,58,Business travel,Business,1824,3,3,3,3,2,4,3,1,1,1,3,2,1,4,0,0.0,neutral or dissatisfied
899,91784,Female,Loyal Customer,25,Personal Travel,Eco,588,1,3,1,1,4,1,4,4,1,2,1,3,5,4,0,0.0,neutral or dissatisfied
90282,3961,Male,Loyal Customer,43,Personal Travel,Eco,764,3,5,4,2,1,4,1,1,4,2,5,3,4,1,10,37.0,neutral or dissatisfied
7445,54324,Female,Loyal Customer,42,Business travel,Business,2988,5,5,5,5,2,2,3,4,4,4,4,1,4,4,0,0.0,satisfied
11611,102467,Female,Loyal Customer,44,Personal Travel,Eco,226,2,2,2,4,1,4,3,4,4,2,4,4,4,4,3,0.0,neutral or dissatisfied
25002,3729,Female,Loyal Customer,49,Personal Travel,Eco,544,3,3,3,4,3,2,2,4,5,4,4,2,1,2,128,161.0,neutral or dissatisfied
74303,92561,Male,Loyal Customer,35,Personal Travel,Eco,2139,3,5,3,3,2,3,2,2,5,2,5,5,5,2,0,0.0,neutral or dissatisfied
2076,28672,Female,Loyal Customer,31,Personal Travel,Eco Plus,2409,3,3,2,3,4,2,4,4,1,1,3,2,3,4,0,0.0,neutral or dissatisfied
14360,16308,Female,disloyal Customer,25,Business travel,Eco,628,4,0,4,2,5,4,5,5,1,5,2,5,4,5,1,41.0,neutral or dissatisfied
47847,75285,Female,disloyal Customer,24,Business travel,Business,1081,4,0,4,1,2,4,2,2,4,5,4,5,5,2,0,0.0,satisfied
15092,93994,Female,disloyal Customer,19,Business travel,Eco Plus,1218,3,1,3,3,3,3,3,3,3,4,4,4,3,3,45,32.0,neutral or dissatisfied
96449,29719,Male,Loyal Customer,55,Business travel,Business,2777,3,3,3,3,4,4,4,3,2,5,5,4,4,4,0,0.0,satisfied
67678,96533,Male,Loyal Customer,36,Personal Travel,Eco,444,2,4,2,3,4,2,4,4,4,2,5,4,4,4,12,7.0,neutral or dissatisfied
4820,3751,Male,Loyal Customer,47,Business travel,Business,427,3,3,3,3,3,4,5,3,3,4,3,3,3,3,0,0.0,satisfied
81669,121361,Female,Loyal Customer,57,Business travel,Business,1670,5,5,5,5,3,3,4,3,3,3,3,4,3,3,10,17.0,satisfied
23717,53356,Male,Loyal Customer,27,Business travel,Business,1452,1,1,5,1,2,2,2,2,2,4,2,2,4,2,99,89.0,satisfied
83170,60968,Female,Loyal Customer,50,Personal Travel,Eco,888,4,4,3,2,1,3,4,3,3,3,3,5,3,4,3,5.0,satisfied
99618,59256,Female,Loyal Customer,45,Personal Travel,Eco,3904,1,4,1,1,1,5,5,3,2,3,4,5,4,5,2,0.0,neutral or dissatisfied
92416,38314,Male,Loyal Customer,25,Business travel,Business,1666,5,5,5,5,4,4,4,4,3,4,2,4,4,4,126,132.0,satisfied
30263,4520,Female,Loyal Customer,15,Personal Travel,Eco Plus,435,5,5,5,3,3,5,3,3,5,2,5,4,5,3,0,0.0,satisfied
64716,55894,Male,Loyal Customer,44,Business travel,Business,1903,5,5,5,5,5,5,4,4,4,4,4,5,4,4,0,1.0,satisfied
5829,17576,Female,Loyal Customer,48,Business travel,Business,3328,3,3,3,3,5,3,1,5,5,5,5,1,5,4,24,22.0,satisfied
15445,18974,Male,Loyal Customer,39,Business travel,Business,792,2,2,2,2,2,4,4,4,4,4,4,4,4,4,0,0.0,satisfied
29277,58591,Female,Loyal Customer,43,Business travel,Eco,334,1,5,5,5,5,3,4,1,1,1,1,4,1,4,46,40.0,neutral or dissatisfied
50918,120733,Female,Loyal Customer,47,Business travel,Business,1089,4,4,3,4,3,4,4,4,4,4,4,5,4,3,0,0.0,satisfied
95312,111549,Male,disloyal Customer,24,Business travel,Eco,883,3,3,3,1,2,3,2,2,3,4,5,5,5,2,61,44.0,neutral or dissatisfied
100058,116856,Male,Loyal Customer,41,Business travel,Business,451,5,5,4,5,2,5,5,4,4,4,4,4,4,4,3,0.0,satisfied
22220,63732,Male,Loyal Customer,22,Personal Travel,Eco,1660,3,4,3,3,1,3,1,1,2,3,4,4,3,1,0,0.0,neutral or dissatisfied
82283,7335,Female,disloyal Customer,23,Business travel,Business,606,5,0,5,3,3,5,3,3,4,5,4,4,4,3,80,70.0,satisfied
23573,72493,Male,Loyal Customer,44,Business travel,Business,929,1,1,1,1,2,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
86972,112393,Female,disloyal Customer,27,Business travel,Business,853,4,4,4,4,1,4,3,1,3,3,5,5,5,1,1,3.0,satisfied
62701,43322,Female,Loyal Customer,49,Business travel,Business,2909,3,5,4,5,2,2,3,3,3,3,3,4,3,3,0,2.0,neutral or dissatisfied
68926,81396,Female,Loyal Customer,48,Personal Travel,Eco,874,3,2,3,2,3,2,2,3,5,3,3,2,4,2,159,156.0,neutral or dissatisfied
84696,71216,Female,Loyal Customer,41,Business travel,Business,733,1,1,4,1,2,4,4,5,5,5,5,5,5,5,85,90.0,satisfied
55775,4677,Male,Loyal Customer,31,Business travel,Eco,364,3,2,2,2,3,2,3,3,2,1,4,3,4,3,6,1.0,neutral or dissatisfied
5805,80441,Female,Loyal Customer,27,Personal Travel,Eco,2248,3,5,3,4,3,5,5,4,3,4,5,5,4,5,157,149.0,neutral or dissatisfied
103727,35286,Female,Loyal Customer,25,Business travel,Business,3990,3,3,2,2,3,3,3,3,1,4,2,4,3,3,0,12.0,neutral or dissatisfied
28641,49100,Male,Loyal Customer,58,Business travel,Business,238,5,5,5,5,2,3,2,5,5,5,5,4,5,3,37,30.0,satisfied
35618,54377,Male,Loyal Customer,35,Business travel,Eco,305,3,4,4,4,3,3,3,3,1,3,3,2,4,3,5,0.0,satisfied
44970,91189,Male,Loyal Customer,42,Personal Travel,Eco,594,2,2,2,4,2,2,2,2,3,2,4,3,4,2,20,15.0,neutral or dissatisfied
94291,30616,Female,disloyal Customer,39,Business travel,Business,524,1,1,1,4,2,1,2,2,2,2,3,4,4,2,8,21.0,neutral or dissatisfied
92427,38237,Male,disloyal Customer,22,Business travel,Business,1133,5,0,5,2,3,5,3,3,1,1,1,4,4,3,0,0.0,satisfied
44375,11605,Male,Loyal Customer,40,Personal Travel,Eco,657,4,4,4,4,5,4,5,5,5,5,4,4,4,5,0,0.0,satisfied
6520,64191,Male,Loyal Customer,26,Personal Travel,Business,853,3,5,2,4,2,2,5,2,5,5,4,5,5,2,39,49.0,neutral or dissatisfied
72586,122147,Male,Loyal Customer,57,Business travel,Business,3542,1,1,1,1,2,4,5,5,5,5,5,5,5,4,0,0.0,satisfied
102718,109559,Male,Loyal Customer,19,Personal Travel,Eco,920,2,5,2,3,5,2,1,5,4,2,5,4,4,5,0,3.0,neutral or dissatisfied
55577,61866,Male,Loyal Customer,53,Personal Travel,Business,2521,0,3,0,3,2,4,4,3,3,3,3,3,3,1,0,3.0,satisfied
41316,6591,Female,Loyal Customer,53,Personal Travel,Eco,618,2,5,2,2,4,5,4,2,2,2,2,4,2,4,0,1.0,neutral or dissatisfied
21199,38576,Male,Loyal Customer,36,Personal Travel,Eco,2465,3,5,2,2,1,2,1,1,3,5,5,4,3,1,5,0.0,neutral or dissatisfied
77923,92792,Female,disloyal Customer,26,Business travel,Eco,1109,1,1,1,4,2,1,2,2,1,3,4,1,4,2,0,0.0,neutral or dissatisfied
8894,109341,Male,disloyal Customer,26,Business travel,Business,1072,1,1,1,3,1,1,1,1,4,3,5,4,5,1,0,0.0,neutral or dissatisfied
52235,11055,Male,Loyal Customer,65,Personal Travel,Eco,316,2,1,2,3,5,2,5,5,2,1,3,2,3,5,0,0.0,neutral or dissatisfied
59656,69596,Female,Loyal Customer,68,Personal Travel,Eco,2475,2,1,2,4,2,2,2,1,3,3,4,2,3,2,1,0.0,neutral or dissatisfied
72451,106941,Female,Loyal Customer,41,Business travel,Business,3215,1,1,1,1,5,4,5,4,4,4,4,3,4,4,8,8.0,satisfied
98968,17041,Male,Loyal Customer,27,Business travel,Eco,1134,5,3,3,3,5,5,5,5,1,5,1,1,3,5,51,37.0,satisfied
26821,75689,Female,Loyal Customer,50,Business travel,Business,3001,5,5,3,5,3,5,4,5,5,5,5,3,5,5,0,0.0,satisfied
37347,62819,Male,Loyal Customer,55,Personal Travel,Eco,2338,3,3,3,3,5,3,5,5,2,5,4,1,4,5,0,0.0,neutral or dissatisfied
45009,13116,Male,Loyal Customer,24,Business travel,Business,595,2,2,2,2,2,2,2,2,1,2,4,3,4,2,14,6.0,neutral or dissatisfied
4521,63138,Male,disloyal Customer,36,Business travel,Business,447,2,2,2,2,3,2,3,3,4,2,5,3,4,3,0,0.0,neutral or dissatisfied
37666,43840,Female,disloyal Customer,55,Business travel,Eco,199,3,2,4,3,4,4,4,4,3,4,4,1,4,4,0,0.0,neutral or dissatisfied
17658,68714,Male,Loyal Customer,57,Personal Travel,Eco,175,3,4,3,2,5,3,5,5,3,5,5,4,4,5,0,0.0,neutral or dissatisfied
40893,90500,Female,disloyal Customer,33,Business travel,Business,406,3,3,3,2,1,3,3,1,4,2,5,3,5,1,0,0.0,neutral or dissatisfied
65392,79105,Male,Loyal Customer,25,Personal Travel,Eco,377,3,5,3,2,5,3,5,5,3,5,4,3,5,5,0,0.0,neutral or dissatisfied
395,53847,Female,Loyal Customer,51,Business travel,Business,140,2,1,3,1,1,3,3,3,3,3,2,2,3,2,0,0.0,neutral or dissatisfied
38030,110568,Female,Loyal Customer,62,Business travel,Business,2697,2,2,2,2,3,3,3,2,2,2,2,4,2,1,57,52.0,neutral or dissatisfied
64586,85324,Female,Loyal Customer,21,Personal Travel,Eco,813,1,0,1,3,1,1,1,1,5,2,5,3,5,1,0,0.0,neutral or dissatisfied
96617,39188,Male,Loyal Customer,57,Business travel,Eco Plus,237,4,4,3,3,4,4,4,4,5,3,4,1,4,4,0,13.0,satisfied
9635,13277,Female,Loyal Customer,66,Personal Travel,Eco,657,3,1,3,3,2,4,4,1,1,3,1,2,1,4,0,0.0,neutral or dissatisfied
59842,23386,Male,Loyal Customer,41,Business travel,Business,2223,4,4,4,4,1,2,4,5,5,5,5,5,5,1,9,4.0,satisfied
50815,27703,Female,Loyal Customer,54,Personal Travel,Eco Plus,1107,4,1,4,4,5,3,4,4,4,4,5,1,4,1,0,0.0,satisfied
98216,107398,Female,Loyal Customer,28,Business travel,Business,3559,3,4,4,4,3,3,3,3,1,3,3,3,4,3,29,18.0,neutral or dissatisfied
50387,56978,Male,Loyal Customer,53,Personal Travel,Eco,2454,3,1,2,4,2,5,5,1,2,3,4,5,2,5,5,22.0,neutral or dissatisfied
62814,129700,Male,Loyal Customer,40,Business travel,Business,337,5,5,5,5,3,5,4,4,4,4,4,5,4,3,12,0.0,satisfied
47919,88274,Female,Loyal Customer,26,Business travel,Business,2607,3,5,5,5,3,3,3,3,4,3,3,2,4,3,0,0.0,neutral or dissatisfied
71490,78886,Female,Loyal Customer,52,Business travel,Business,1727,3,3,3,3,4,4,4,4,4,4,4,4,4,3,1,1.0,satisfied
29735,42723,Female,Loyal Customer,55,Personal Travel,Eco,1042,2,3,2,3,3,3,2,1,1,2,1,5,1,1,0,9.0,neutral or dissatisfied
22273,8248,Male,Loyal Customer,60,Personal Travel,Eco,294,1,4,1,4,4,1,4,4,5,2,4,5,4,4,0,4.0,neutral or dissatisfied
4279,110990,Male,disloyal Customer,29,Business travel,Business,197,5,4,4,3,2,4,2,2,3,4,4,5,4,2,47,55.0,satisfied
989,36902,Male,Loyal Customer,27,Business travel,Business,2072,2,2,2,2,4,4,4,4,2,3,4,1,5,4,6,13.0,satisfied
17547,16268,Male,Loyal Customer,14,Business travel,Business,1939,1,5,5,5,1,1,1,1,3,3,3,4,4,1,89,88.0,neutral or dissatisfied
32935,127231,Male,Loyal Customer,51,Personal Travel,Eco,1460,3,4,3,1,3,3,3,3,5,2,4,4,4,3,0,2.0,neutral or dissatisfied
101969,12699,Male,Loyal Customer,60,Business travel,Business,3758,1,4,4,4,2,2,2,1,1,1,1,3,1,3,69,57.0,neutral or dissatisfied
11277,32732,Male,disloyal Customer,50,Business travel,Eco,163,3,5,3,4,1,3,1,1,1,5,5,1,2,1,0,0.0,neutral or dissatisfied
3711,62855,Female,disloyal Customer,41,Business travel,Business,2446,1,1,1,3,4,1,4,4,5,5,4,3,4,4,2,0.0,neutral or dissatisfied
54326,46661,Female,disloyal Customer,22,Business travel,Eco,125,3,1,3,3,2,3,5,2,3,2,4,1,4,2,10,7.0,neutral or dissatisfied
69028,80562,Female,Loyal Customer,54,Business travel,Business,1747,2,3,3,3,4,3,3,2,2,2,2,3,2,4,0,0.0,neutral or dissatisfied
50003,64722,Male,Loyal Customer,47,Business travel,Business,1622,4,4,4,4,4,5,4,3,3,3,3,4,3,4,22,14.0,satisfied
74162,38816,Male,Loyal Customer,66,Personal Travel,Eco,353,3,2,3,4,2,3,2,2,2,2,4,2,4,2,0,0.0,neutral or dissatisfied
85284,21846,Male,Loyal Customer,51,Business travel,Business,1511,2,4,4,4,5,4,3,2,2,2,2,2,2,4,49,45.0,neutral or dissatisfied
53442,86255,Female,Loyal Customer,21,Personal Travel,Eco,356,2,4,2,1,4,2,4,4,5,3,3,1,5,4,0,0.0,neutral or dissatisfied
47488,24663,Female,Loyal Customer,57,Personal Travel,Eco,873,2,1,3,3,4,4,3,2,2,3,2,3,2,4,0,0.0,neutral or dissatisfied
62074,21835,Female,disloyal Customer,45,Business travel,Business,503,3,3,3,5,4,3,4,4,5,2,4,5,5,4,8,3.0,neutral or dissatisfied
67113,28722,Male,Loyal Customer,40,Personal Travel,Eco,2554,2,5,2,1,2,5,5,4,3,5,4,5,4,5,32,10.0,neutral or dissatisfied
10708,5996,Female,disloyal Customer,29,Business travel,Business,672,5,4,4,4,2,4,2,2,4,5,4,4,5,2,0,0.0,satisfied
18882,125551,Female,disloyal Customer,42,Business travel,Eco,226,3,1,3,2,1,3,1,1,4,5,3,2,3,1,0,0.0,neutral or dissatisfied
85838,4427,Female,Loyal Customer,47,Business travel,Business,3435,2,2,2,2,4,4,3,2,2,2,2,3,2,1,0,0.0,neutral or dissatisfied
25745,25753,Female,disloyal Customer,24,Business travel,Eco,356,3,0,3,3,3,3,3,3,1,2,2,4,2,3,0,0.0,neutral or dissatisfied
61590,88095,Male,Loyal Customer,40,Business travel,Business,2189,4,4,4,4,5,4,4,5,5,5,5,3,5,5,0,2.0,satisfied
40910,3914,Female,Loyal Customer,8,Personal Travel,Eco,213,3,3,3,1,4,3,4,4,4,3,4,3,5,4,2,0.0,neutral or dissatisfied
69589,112735,Male,Loyal Customer,60,Business travel,Business,723,5,5,5,5,5,5,4,5,5,5,5,3,5,3,1,0.0,satisfied
18810,115648,Male,Loyal Customer,41,Business travel,Business,2531,3,2,4,4,3,4,4,3,3,3,3,1,3,4,29,33.0,neutral or dissatisfied
32959,76182,Female,Loyal Customer,57,Business travel,Business,2422,1,1,1,1,2,4,4,4,4,4,4,3,4,5,0,0.0,satisfied
37918,92975,Female,Loyal Customer,31,Business travel,Business,1614,4,4,4,4,4,4,4,4,4,2,3,2,3,4,0,0.0,neutral or dissatisfied
30723,67155,Female,disloyal Customer,85,Business travel,Business,617,3,3,3,4,3,1,1,3,1,3,3,1,2,1,58,59.0,neutral or dissatisfied
80364,83975,Male,Loyal Customer,51,Business travel,Business,1780,5,5,5,5,4,5,5,4,4,4,4,3,4,4,0,0.0,satisfied
42585,89671,Male,Loyal Customer,31,Business travel,Business,3591,3,4,4,4,3,3,3,3,2,2,2,4,3,3,0,0.0,neutral or dissatisfied
22363,43520,Male,Loyal Customer,24,Business travel,Eco Plus,624,4,4,4,4,4,3,4,5,3,4,2,4,4,4,202,216.0,satisfied
86107,82254,Female,Loyal Customer,52,Business travel,Business,1481,2,2,2,2,3,5,4,4,4,4,4,4,4,5,0,0.0,satisfied
68991,108649,Male,Loyal Customer,39,Business travel,Business,1747,1,1,1,1,2,3,5,5,5,5,5,3,5,4,34,36.0,satisfied
16262,16833,Female,Loyal Customer,36,Personal Travel,Eco,645,2,1,2,4,3,2,3,3,2,1,3,4,3,3,91,90.0,neutral or dissatisfied
1676,107581,Female,disloyal Customer,27,Business travel,Business,1521,1,2,2,2,4,2,4,4,4,2,5,4,5,4,1,0.0,neutral or dissatisfied
2448,35067,Male,Loyal Customer,39,Business travel,Business,2502,3,4,4,4,5,4,4,3,3,3,3,3,3,3,0,0.0,neutral or dissatisfied
43040,25291,Male,disloyal Customer,26,Business travel,Eco,321,3,0,3,2,5,3,5,5,3,2,1,5,5,5,0,0.0,neutral or dissatisfied
586,107210,Female,disloyal Customer,35,Business travel,Business,668,2,2,2,2,5,2,5,5,4,5,5,4,4,5,0,0.0,neutral or dissatisfied
81219,33116,Female,Loyal Customer,60,Personal Travel,Eco,121,4,3,4,2,3,3,3,1,1,4,1,3,1,1,0,0.0,neutral or dissatisfied
